興趣,類型,成效
"30-60 / 台中海線 / 流行跟風
-沙鹿國小（+10 公里）
-流行文化（社會觀念） 、快時尚（服飾） 、爆紅影片 (網路影片) 、迷因和社群媒體貼文分享論壇 (網站) 、趣味 (興趣和休閒活動) 、街頭時尚（服飾） 、綜藝節目 (表演藝術) 、熱門話題、真人實境秀（電影和電視） 、音樂節（活動） 、啤酒節、 YouTube（串流服務） 、幽默 (喜劇) 、演唱會（音樂活動） 、韓國電視劇（電視節目） 或釀造（啤酒）",名單,可
"28-60 / 龍井 / 親子教育工業
-龍井區（+8 公里）, 向上路六段， 台中市（+6 公里） Taichung
-上班族（流行文化） 、量販店（食品零售業者） 、親子教育（兒童和親子教育） 、家樂福、幼兒教育（小學和中學教育） 、教育（社會觀念） 、幼兒照護（兒童和親子教育） 、婚姻（婚禮） 、親子天下、製造生產服務和組織 (製造業) 、製造業（產業） 或代工生產",訊息,可
"**30-60 / 林口五股新北 / 金融投資
-緯度 25.07 經度 121.47 新莊區（+5 公里）, 緯度 25 經度 121.43 新莊區（+3 公里） New Taipei City; 緯度 25.06 經度 121.37 Taiwankou, T'Ai-Wan, Taiwan（+4 公里） Changhua
-交易策略（投資） 、金融市場（投資） 、金錢（貨幣） 、金融經濟學、財經（商業與財務） 、金融服務（商業與財務） 、金融分析、被動收入（商業與財務） 、投資管理（投資） 、股票市場（投資） 、投資（商業與財務） 、投資者（投資） 、不動產（房地產） 、收入（商業與財務） 或投資報酬率（投資）",名單,優
"30-60 / 龍井沙鹿潭子豐原 / 企業主管
-台中JMALL（+5 公里） ; 弘光科技大學（+5 公里）, 頭家厝火車站（+5 公里）, 梧樂新創園區（+5 公里）, 豐原太平洋百貨（+5 公里）
-高階管理人員、行銷企劃 (行銷) 、商業計畫 (商業活動) 、中小型企業（商業與財務） 、商業模式 (商業和金融業) 、商務旅遊（旅遊觀光業） 、會員集點計畫 (優惠券、折扣和購物回饋) 、戰略計劃、社群媒體行銷（行銷） 、購物中心（零售） 、商業（商業與財務） 、企業孵化器、生產率、網紅行銷 (行銷) 或管理（商業與財務）、行為：小型企業主
0113
+業務開發 (商業活動) 、商機 (商業和金融業) 、價格或節慶（活動）",名單,可
"30-65 / 南投中興草屯霧峰 / 長輩興趣
-霧峰農工（+4 公里）, 旭光高中（+3 公里）, 南投中興高中（+3 公里） ; 南投-南崗工業區（+3 公里）
-在家下廚 (烹飪和食譜) 、天然食品（美食和餐飲） 、農業新聞和內容 (農業) 、教育資源 (教育) 、純素營養（飲食） 、健康的習慣 (生活風格內容) 、觀鳥、旅行社和預訂 (旅遊觀光業) 、魚油、全價值營養、膽固醇（科學） 、中式料理（美食和餐飲） 、簡餐館（餐廳） 或休閒活動（休閒）",訊息,優
"30-60 / 龍潭中壢 / 成家科技業
-龍潭渴望園區（+3 公里）, 國家原子能科技研究院（+3 公里） ; 龍潭科學園區（+5 公里）
-能源（科學） 、電腦科學（資訊技術） 、科學 (期刊) 、實驗室、軟體工程（資訊技術） 、 Python（程式語言） 、 GitHub 、科技新聞 (新聞服務) 、高等教育（教育） 、生物化學、發電、婚宴（婚禮） 、喜帖（婚禮） 、社群媒體（網路媒體） 或網紅行銷 (行銷)、行業類別：大型企業對企業（B2B）企業員工（500 名以上員工） 、中型企業對企業（B2B）企業員工（200 - 500 名員工） 、政府員工（全球） 或資訊科技和技術服務
0116
-實驗室、婚宴（婚禮） 、 GitHub 、電腦科學（資訊技術） 、科學 (期刊) 、發電、高等教育（教育） 、軟體工程（資訊技術） 、喜帖（婚禮） 、網紅行銷 (行銷) 、 Python（程式語言） 、社群媒體（網路媒體） 、科技新聞 (新聞服務) 、軟體開發（軟體） 、電腦工程（工程） 、數位貨幣（貨幣） 、納斯達克100指數或被動收入（商業與財務）, 行業類別：資訊科技和技術服務或政府員工（全球）",名單,優
"28-55 / 北斗田尾 / 農業園藝房產
-田尾鳳凰花園（+5 公里）, 進興園藝（+5 公里）, 正實親子農場（+5 公里）
-永續農業（農業） 、農業機械（農業） 、農業科學、田地 (農業) 、農企業（農業） 、肥料（農業） 、園藝（農業） 、插花、植物（植物與花卉） 、花卉（植物與花卉） 、樹（植物與花卉） 、生物技術、溫室、土壤、灌溉、景觀設計（園藝） 或 591房屋交易網, 行業類別：農、林、漁業
0204
-田尾鄉農會（+5 公里）, 田尾富農路（+5 公里）, 正實親子農場（+5 公里）
-農企業（農業） 、永續農業（農業） 、灌溉、生物技術、農業機械（農業） 、 591房屋交易網、花卉（植物與花卉） 、溫室、肥料（農業） 、園藝（農業） 、田地 (農業) 、土壤、登山（爬山） 、露營（戶外活動） 、觀鳥、健行和露營 (戶外活動) 或批發（零售）, 行業類別：農、林、漁業",訊息,可
"30-60 / 竹北湖口 / 精品房產
-竹北高鐵（+5 公里）, 新豐高爾夫球場（+5 公里）
-精品店（零售業者） 、高淨值人士（商業與財務） 、豪奢生活方式（網站） 、商務艙（航空旅行） 、豪華轎車（交通工具） 、企業家（商業與財務） 、女性精品服飾零售商 (零售) 、高級訂製時裝（服飾） 、排屋、連棟住宅（建築） 、別墅（住宿） 、私人銀行服務、路易威登（時尚品牌） 、愛馬仕（服飾） 、機場貴賓室或高爾夫球（體育運動）
0120
+Boutique hotel 、精品 (生活風格內容) 、遊艇（船舶） 、天文學或度假（社會觀念）",名單,可
"28-60 / 基地+6K / 純房產
-Windy City Pizza 風城披薩（+6 公里）
-591房屋交易網、房地產（產業） 、房屋廣告和入口網站 (網站) 、住宅房地產 (房地產) 或首次購房者（房地產）",名單,優
"28-50 / 竹科 / 金融房產投資
-新竹科學園區（+5 公里）
-股市指數 (投資) 、證券交易所（投資） 、財務規劃（投資） 、技術分析 (商業和金融業) 、市場趨勢 (商業和金融業) 、納斯達克100指數、房地產投資（投資） 、黃金（金屬與礦物） 或數位貨幣（貨幣）
0112
+外匯市場（貨幣） 、銀 (金屬、礦物和採礦) 、共同基金 (投資) 、股份 (金融) 或一般保險 (保險)",名單,可
"28-50 / 東區竹北 / 教育生活相關
-台元科技園區（+3 公里） ; 台積電三廠（+5 公里）, 新竹科學園區（+5 公里）
-語言教育、外語、航空公司、工程和理工學院 (教育) 、旅遊（旅遊觀光） 、網路 (電腦運算) 、慢跑（跑步） 、園藝（家居和園藝用品） 、超市（食品零售業者） 、生活用品（家居和園藝用品） 、網路社區、韓國電視劇（電視節目） 、美容（社會觀念） 、美學（哲學） 、商業模式 (商業和金融業) 、護膚保養（化妝品） 或咖啡廳（咖啡）",名單,優
"28-60 / 北區+6K / 商業自營商
-新竹大遠百（+6 公里）
-591房屋交易網、住宅房地產 (房地產) 、創意創業 (商業和金融業) 、行銷服務和組織 (行銷) 、 Procurement 、會員集點計畫 (優惠券、折扣和購物回饋) 、被動收入（商業與財務） 、個人理財（銀行業） 、商業模式 (商業和金融業) 、電子商務（零售） 、零售業（產業） 、價格、節慶（活動） 、批發（零售） 或業務開發 (商業活動)、行為：小型企業主
0120
-新竹帝國經貿大樓（+3 公里）, 豐邑雲智匯（+3 公里）
",名單,可
"28-55 / 中山松山大安 / 科技商務
-松山巨蛋（+3 公里）, 臺北玫瑰園（+3 公里）, 台北萬豪酒店Taipei Marriott Hotel（+3 公里）
-Business networking 、男裝品牌 (服飾) 、女裝品牌 (服飾) 、 Podcast (音樂和音訊串流) 、 LifeStyle Food 、 Professional services 、業務開發 (商業活動) 、 Apple Music 、英式早餐、行動應用程式（軟體） 、健身和保健（健身） 、科技新聞 (新聞服務) 、消費電子產品媒體和內容 (電腦和電子產品) 、生產率或數位媒體（電腦和電子產品）",名單,優
"25-55 / 北部中彰 / 軟裝整建
-華山文創（+15 公里） ; 桃園車站（+15 公里） ; 台中中央公園（+15 公里）, 彰化車站（+15 公里）, 大甲車站（+15 公里） ; 竹北高鐵（+15 公里）
-室內設計內容 (設計) 、家務管理和整理 (居家和園藝用品) 、居家用品零售商 (零售) 、生活風格和家務內容 (居家和園藝用品) 、百葉簾、整建（建築業） 、住家翻新 (住家修繕) 、大掃除（清潔服務） 、節慶（活動） 、傢俱（居家裝潢） 或居家飾品 (居家裝潢)",訊息,優
"28-55 / 彰市和美 /  育兒寵物
-彰化車站（+5 公里）, 大肚橋（+2 公里） ; 五鮮級鍋物專賣-和美白金店（+3 公里）
-家庭（社會觀念） 、親子教育（兒童和親子教育） 、廚房（家居和園藝用品） 、室內設計（設計） 、現代家具（居家裝潢） 、消費電子產品媒體和內容 (電腦和電子產品) 、幼兒教育（小學和中學教育） 、生活用品（家居和園藝用品） 、運動（體育運動） 、暑假（小學和中學教育） 、草地（園藝） 、任天堂 (遊戲機和相關配件) 、寵物食品（寵物用品） 、寵物（動物） 、貓糧（寵物用品） 或狗狗美容（寵物）
0115
-大肚橋（+3 公里）, 彰化車站（+3 公里）, 彰化果菜市場（+3 公里） ; 五鮮級鍋物專賣-和美白金店（+3 公里）",名單,優
"28-55 / 大林新港斗南 / 農企業
-新港老街（+5 公里） ; 大埔美園區（+5 公里）, 嘉義縣大林鎮（+5 公里） ; 斗南車站（+5 公里）
-農業新聞和內容 (農業) 、農業服務和組織 (產業) 、肥料（農業） 、農業機械（農業） 、有機農業（農業） 、農夫市集（食品零售業者） 、出口貿易、批發（零售） 、物流（商業與財務） 、園藝（農業） 、天氣預報、政府機關概念和作法 (法律和政府) 、溫室、食品加工、中式料理（美食和餐飲） 、食品保存、生物技術、住宅區（房地產） 或連棟住宅（建築）
0203
-民雄車站（+3 公里）, 新港老街（+3 公里） ; 嘉義縣大林鎮（+5 公里） ; 南笨港休閒農業區（+3 公里）, 斗南車站（+3 公里）
+田地 (農業) 、農企業（農業） 或園藝（戶外活動）",訊息,優
"28-55 / 竹北竹南科 / 程式運動電玩
-新竹科學園區（+5 公里）, 新竹系統交流道（+5 公里）, 竹南科學園區（+5 公里）
-基於組件的軟體工程、程式語言（計算） 、開放原始碼軟體、 PHP 、科技新聞 (新聞服務) 、 Java 、有氧運動 (健身) 、健身（體育運動） 、羽球 (球拍類運動) 、電玩遊戲（遊戲） 、 PlayStation（遊戲機） 、超級馬利奧系列、薩爾達傳說、電玩遊戲網路媒體 (電玩遊戲) 或收藏用玩具 (玩具)
0306
+科技傳播學、馬拉松 (跑步) 、玩命關頭或手機遊戲（電玩遊戲）",訊息,優
"35-65 / 中北部 / 退休度假興趣
-臺北車站（+20 公里） ; 台中中央公園（+20 公里）, FAMWOOD 自然紅屋（+20 公里） ; 彰化員林（+20 公里） ; 竹北高鐵（+20 公里）
-Outdoor Living 、 Prefabricated home 、居家風格和類型 (房地產) 、度假屋（住宿） 、庭院家具（居家裝潢） 、農家樂、日式旅館、度假屋出租（住宿） 、退休規劃（銀行業） 、退休社區（房地產） 、觀鳥、健行和露營 (戶外活動) 或水族飼養",名單,優
"28-50 / 東區竹北 / 工程師汽車
-台元科技園區（+3 公里） ; 台積電三廠（+5 公里）, 新竹科學園區（+5 公里）
-Python（程式語言） 、軟體工程（資訊技術） 、程式語言（計算） 、 C語言、軟體開發（軟體） 、行動應用程式（軟體） 、開放原始碼軟體、電動車（交通工具） 、特斯拉汽車（交通工具） 、油電混合車（交通工具） 、洗車 (汽車零件和服務) 、汽車美容（交通工具） 或汽車保養（交通工具）、行業類別：資訊科技和技術服務
0127
+汽車維修廠（交通工具） 、鍍膜、油電混合動力車（交通工具） 、改裝車（交通工具） 、露營車 (旅遊觀光) 或自訂車款（交通工具）, 行業類別：資訊科技和技術服務",名單,優
"28-55 / 西屯水湳 / 金融業(17-02)
-水湳經貿園區（+2 公里）, 中央公園 Taichung Central Park（+2 公里）
-個人理財（銀行業） 、金融服務（商業與財務） 、保險（商業與財務） 、時事（政治） 、銀行業（金融） 、新聞媒體（新聞服務） 、財務規劃（投資） 、資產管理 (商業和金融業) 、財產保險、投資報酬率（投資） 、儲蓄（銀行業） 或 Business networking",名單,可
"28-55 / 中山 / 商務貿易
-汐止五股高架段（+3 公里）, 台北市進出口商業同業公會（+3 公里）
-Business networking 、業務開發 (商業活動) 、國際貿易、進口（郵遞） 、出口貿易、 B2B（商業與財務） 、銷售管理 (商業活動) 、 Procurement 、商業（商業與財務） 、物流（商業與財務） 、供應鏈、經銷（商業） 、倉儲業（產業） 或企業家（商業與財務）
0130
+民族東路， 台北市（+3 公里） Taipei
+外語、價格、運輸和物流服務和組織 (商業和金融) 、開發潛在顧客 (行銷) 或商機 (商業和金融業)",名單,優
"30-60 / 桃園蘆竹 / 藝術品投資
-桃園藝文廣場（+3 公里）, 好市多Costco南崁店（+3 公里）
-藝術和音樂（藝術） 、當代藝術（視覺藝術） 、藝術展覽（視覺藝術） 、藝術品（視覺藝術） 、手工藝（工藝品） 、雕刻（藝術） 、寶石（金屬與礦物） 、裝飾風藝術、花卉（植物與花卉） 、投資（商業與財務） 、美國運通、納斯達克100指數、投資管理（投資） 、插花、資產管理 (商業和金融業) 、被動收入（商業與財務） 或收藏（興趣）",訊息,優
